activateable,associateEntityType,associateParentEntity,createable,custom,customSetting,deepCloneable,deletable,deprecatedAndHidden,feedEnabled,hasSubtypes,isInterface,isSubtype,keyPrefix,label,labelPlural,layoutable,mergeable,mruEnabled,name,queryable,replicateable,retrieveable,searchable,triggerable,undeletable,updateable,urls
False,History,ExtDataShare,False,False,False,False,False,False,False,False,False,False,,Data Share History,Data Share History,False,False,False,ExtDataShareHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ExtDataShareHistory/{ID}'), ('describe', '/services/data/v57.0/sobjects/ExtDataShareHistory/describe'), ('sobject', '/services/data/v57.0/sobjects/ExtDataShareHistory')])"
False,Share,ExtDataShare,True,False,False,False,True,False,False,False,False,False,,Data Share Share,Data Share Share,False,False,False,ExtDataShareShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ExtDataShareShare/{ID}'), ('describe', '/services/data/v57.0/sobjects/ExtDataShareShare/describe'), ('sobject', '/services/data/v57.0/sobjects/ExtDataShareShare')])"
False,,,False,False,False,False,False,False,False,False,False,False,1et,Data Share Target,Data Share Targets,True,False,True,ExtDataShareTarget,True,True,True,True,False,False,False,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/ExtDataShareTarget/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/ExtDataShareTarget/{ID}'), ('approvalLayouts', '/services/data/v57.0/sobjects/ExtDataShareTarget/describe/approvalLayouts'), ('describe', '/services/data/v57.0/sobjects/ExtDataShareTarget/describe'), ('layouts', '/services/data/v57.0/sobjects/ExtDataShareTarget/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/ExtDataShareTarget')])"
False,History,ExtDataShareTarget,False,False,False,False,False,False,False,False,False,False,,Data Share Target History,Data Share Target History,False,False,False,ExtDataShareTargetHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ExtDataShareTargetHistory/{ID}'), ('describe', '/services/data/v57.0/sobjects/ExtDataShareTargetHistory/describe'), ('sobject', '/services/data/v57.0/sobjects/ExtDataShareTargetHistory')])"
False,Share,ExtDataShareTarget,True,False,False,False,True,False,False,False,False,False,,Data Share Target Share,Data Share Target Share,False,False,False,ExtDataShareTargetShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ExtDataShareTargetShare/{ID}'), ('describe', '/services/data/v57.0/sobjects/ExtDataShareTargetShare/describe'), ('sobject', '/services/data/v57.0/sobjects/ExtDataShareTargetShare')])"
False,,,False,False,False,False,False,False,False,False,False,False,0XC,External Data Source,External Data Sources,False,False,True,ExternalDataSource,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ExternalDataSource/{ID}'), ('describe', '/services/data/v57.0/sobjects/ExternalDataSource/describe'), ('sobject', '/services/data/v57.0/sobjects/ExternalDataSource')])"
False,,,False,False,False,False,False,False,False,False,False,False,6Ay,External Data Source Descriptor,External Data Source Descriptors,False,False,False,ExternalDataSrcDescriptor,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ExternalDataSrcDescriptor/{ID}'), ('describe', '/services/data/v57.0/sobjects/ExternalDataSrcDescriptor/describe'), ('sobject', '/services/data/v57.0/sobjects/ExternalDataSrcDescriptor')])"
False,,,True,False,False,False,True,False,False,False,False,False,0XU,External Data User Authentication,External Data User Authentications,False,False,False,ExternalDataUserAuth,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ExternalDataUserAuth/{ID}'), ('describe', '/services/data/v57.0/sobjects/ExternalDataUserAuth/describe'), ('sobject', '/services/data/v57.0/sobjects/ExternalDataUserAuth')])"
False,,,True,False,False,False,True,False,False,False,False,False,0AY,External Event,External Events,True,False,False,ExternalEvent,True,True,True,False,False,True,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/ExternalEvent/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/ExternalEvent/{ID}'), ('describe', '/services/data/v57.0/sobjects/ExternalEvent/describe'), ('layouts', '/services/data/v57.0/sobjects/ExternalEvent/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/ExternalEvent')])"
False,,,True,False,False,False,True,False,False,False,False,False,08N,External Event Mapping,External Event Mappings,False,False,False,ExternalEventMapping,True,True,True,False,False,True,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ExternalEventMapping/{ID}'), ('approvalLayouts', '/services/data/v57.0/sobjects/ExternalEventMapping/describe/approvalLayouts'), ('describe', '/services/data/v57.0/sobjects/ExternalEventMapping/describe'), ('sobject', '/services/data/v57.0/sobjects/ExternalEventMapping')])"
False,Share,ExternalEventMapping,True,False,False,False,True,False,False,False,False,False,,External Event Mapping Share,External Event Mapping Share,False,False,False,ExternalEventMappingShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ExternalEventMappingShare/{ID}'), ('describe', '/services/data/v57.0/sobjects/ExternalEventMappingShare/describe'), ('sobject', '/services/data/v57.0/sobjects/ExternalEventMappingShare')])"
False,,,False,False,False,False,False,False,False,False,False,False,4fe,Field Definition,Field Definitions,False,False,False,FieldDefinition,True,False,False,True,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/FieldDefinition/{ID}'), ('describe', '/services/data/v57.0/sobjects/FieldDefinition/describe'), ('sobject', '/services/data/v57.0/sobjects/FieldDefinition')])"
False,,,True,False,False,False,True,False,False,False,False,False,01k,Field Permissions,Field Permissions,False,False,False,FieldPermissions,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/FieldPermissions/{ID}'), ('describe', '/services/data/v57.0/sobjects/FieldPermissions/describe'), ('sobject', '/services/data/v57.0/sobjects/FieldPermissions')])"
False,,,False,False,False,False,False,False,False,False,False,False,,Field Security Classification,Field Security Classifications,False,False,False,FieldSecurityClassification,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/FieldSecurityClassification/{ID}'), ('describe', '/services/data/v57.0/sobjects/FieldSecurityClassification/describe'), ('sobject', '/services/data/v57.0/sobjects/FieldSecurityClassification')])"
False,,,False,False,False,False,False,False,False,False,False,False,06h,FileSearchActivity,File Search Activity,False,False,False,FileSearchActivity,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/FileSearchActivity/{ID}'), ('describe', '/services/data/v57.0/sobjects/FileSearchActivity/describe'), ('sobject', '/services/data/v57.0/sobjects/FileSearchActivity')])"
False,,,False,False,False,False,False,False,False,False,False,False,022,Fiscal Year Settings,Fiscal Year Settings,False,False,False,FiscalYearSettings,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/FiscalYearSettings/{ID}'), ('describe', '/services/data/v57.0/sobjects/FiscalYearSettings/describe'), ('sobject', '/services/data/v57.0/sobjects/FiscalYearSettings')])"
False,,,False,False,False,False,False,False,False,False,False,False,3dd,Flow Definition,Flow Definitions,False,False,False,FlowDefinitionView,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/FlowDefinitionView/{ID}'), ('describe', '/services/data/v57.0/sobjects/FlowDefinitionView/describe'), ('sobject', '/services/data/v57.0/sobjects/FlowDefinitionView')])"
False,,,False,False,False,False,False,False,False,False,False,False,0eC,Flow Execution Error Event,Flow Execution Error Events,False,False,False,FlowExecutionErrorEvent,False,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/FlowExecutionErrorEvent/{ID}'), ('eventSchema', '/services/data/v57.0/sobjects/FlowExecutionErrorEvent/eventSchema'), ('describe', '/services/data/v57.0/sobjects/FlowExecutionErrorEvent/describe'), ('sobject', '/services/data/v57.0/sobjects/FlowExecutionErrorEvent')])"
False,,,False,False,False,False,True,False,False,False,False,False,0Fo,Flow Interview,Flow Interviews,True,False,False,FlowInterview,True,True,True,False,False,False,False,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/FlowInterview/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/FlowInterview/{ID}'), ('describe', '/services/data/v57.0/sobjects/FlowInterview/describe'), ('layouts', '/services/data/v57.0/sobjects/FlowInterview/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/FlowInterview')])"
False,,,False,False,False,False,False,False,False,False,False,False,8gZ,Flow Interview Log,Flow Interview Logs,False,False,False,FlowInterviewLog,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/FlowInterviewLog/{ID}'), ('describe', '/services/data/v57.0/sobjects/FlowInterviewLog/describe'), ('sobject', '/services/data/v57.0/sobjects/FlowInterviewLog')])"
False,,,False,False,False,False,False,False,False,False,False,False,0f6,Flow Interview Log Entry,Flow Interview Log Entries,False,False,False,FlowInterviewLogEntry,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/FlowInterviewLogEntry/{ID}'), ('describe', '/services/data/v57.0/sobjects/FlowInterviewLogEntry/describe'), ('sobject', '/services/data/v57.0/sobjects/FlowInterviewLogEntry')])"
False,Share,FlowInterviewLog,True,False,False,False,True,False,False,False,False,False,,Flow Interview Log Share,Flow Interview Log Share,False,False,False,FlowInterviewLogShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/FlowInterviewLogShare/{ID}'), ('describe', '/services/data/v57.0/sobjects/FlowInterviewLogShare/describe'), ('sobject', '/services/data/v57.0/sobjects/FlowInterviewLogShare')])"
False,Share,FlowInterview,True,False,False,False,True,False,False,False,False,False,,Flow Interview Share,Flow Interview Share,False,False,False,FlowInterviewShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/FlowInterviewShare/{ID}'), ('describe', '/services/data/v57.0/sobjects/FlowInterviewShare/describe'), ('sobject', '/services/data/v57.0/sobjects/FlowInterviewShare')])"
False,,,True,False,False,False,True,False,False,False,False,False,31z,Flow Record Relation,Flow Record Relations,False,False,False,FlowRecordRelation,True,True,True,False,False,True,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/FlowRecordRelation/{ID}'), ('describe', '/services/data/v57.0/sobjects/FlowRecordRelation/describe'), ('sobject', '/services/data/v57.0/sobjects/FlowRecordRelation')])"
False,,,False,False,False,False,True,False,False,False,False,False,31y,Flow Interview Stage Relation,Flow Interview Stage Relations,False,False,False,FlowStageRelation,True,True,True,False,False,True,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/FlowStageRelation/{ID}'), ('describe', '/services/data/v57.0/sobjects/FlowStageRelation/describe'), ('sobject', '/services/data/v57.0/sobjects/FlowStageRelation')])"
False,,,False,False,False,False,False,False,False,False,False,False,2hU,Flow Test Result,Flow Test Results,False,False,False,FlowTestResult,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/FlowTestResult/{ID}'), ('describe', '/services/data/v57.0/sobjects/FlowTestResult/describe'), ('sobject', '/services/data/v57.0/sobjects/FlowTestResult')])"
False,Share,FlowTestResult,True,False,False,False,True,False,False,False,False,False,,Flow Test Result Share,Flow Test Result Share,False,False,False,FlowTestResultShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/FlowTestResultShare/{ID}'), ('describe', '/services/data/v57.0/sobjects/FlowTestResultShare/describe'), ('sobject', '/services/data/v57.0/sobjects/FlowTestResultShare')])"
False,,,False,False,False,False,False,False,False,False,False,False,4YB,Flow Test View,Flow Test Views,False,False,False,FlowTestView,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/FlowTestView/{ID}'), ('describe', '/services/data/v57.0/sobjects/FlowTestView/describe'), ('sobject', '/services/data/v57.0/sobjects/FlowTestView')])"
False,,,False,False,False,False,False,False,False,False,False,False,3ad,Flow Variable,Flow Variables,False,False,False,FlowVariableView,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/FlowVariableView/{ID}'), ('describe', '/services/data/v57.0/sobjects/FlowVariableView/describe'), ('sobject', '/services/data/v57.0/sobjects/FlowVariableView')])"
False,,,False,False,False,False,False,False,False,False,False,False,3vd,Flow Version,Flow Versions,False,False,False,FlowVersionView,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/FlowVersionView/{ID}'), ('describe', '/services/data/v57.0/sobjects/FlowVersionView/describe'), ('sobject', '/services/data/v57.0/sobjects/FlowVersionView')])"
False,,,True,False,False,False,True,False,False,False,False,False,00l,Folder,Folders,False,False,False,Folder,True,True,True,True,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/Folder/{ID}'), ('describe', '/services/data/v57.0/sobjects/Folder/describe'), ('sobject', '/services/data/v57.0/sobjects/Folder')])"
False,,,False,False,False,False,False,False,False,False,False,False,,Foldered Content Document,Foldered Content Documents,False,False,False,FolderedContentDocument,False,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/FolderedContentDocument/{ID}'), ('describe', '/services/data/v57.0/sobjects/FolderedContentDocument/describe'), ('sobject', '/services/data/v57.0/sobjects/FolderedContentDocument')])"
False,,,False,False,False,False,False,False,False,False,False,False,0Kn,Formula Function,Formula Functions,False,False,False,FormulaFunction,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/FormulaFunction/{ID}'), ('describe', '/services/data/v57.0/sobjects/FormulaFunction/describe'), ('sobject', '/services/data/v57.0/sobjects/FormulaFunction')])"
False,,,False,False,False,False,False,False,False,False,False,False,0fE,Formula Context Function,Formula Context Functions,False,False,False,FormulaFunctionAllowedType,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/FormulaFunctionAllowedType/{ID}'), ('describe', '/services/data/v57.0/sobjects/FormulaFunctionAllowedType/describe'), ('sobject', '/services/data/v57.0/sobjects/FormulaFunctionAllowedType')])"
False,,,False,False,False,False,False,False,False,False,False,False,0Kh,Formula Function Category,Formula Function Categories,False,False,False,FormulaFunctionCategory,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/FormulaFunctionCategory/{ID}'), ('describe', '/services/data/v57.0/sobjects/FormulaFunctionCategory/describe'), ('sobject', '/services/data/v57.0/sobjects/FormulaFunctionCategory')])"
False,,,False,False,False,False,False,False,False,False,False,False,06d,Setting Granted By License,Settings Granted By Licenses,False,False,False,GrantedByLicense,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/GrantedByLicense/{ID}'), ('describe', '/services/data/v57.0/sobjects/GrantedByLicense/describe'), ('sobject', '/services/data/v57.0/sobjects/GrantedByLicense')])"
False,,,True,False,False,False,True,False,False,False,False,False,00G,Group,Group,False,False,False,Group,True,True,True,True,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/Group/{ID}'), ('describe', '/services/data/v57.0/sobjects/Group/describe'), ('sobject', '/services/data/v57.0/sobjects/Group')])"
False,,,True,False,False,False,True,False,False,False,False,False,011,Group Member,Group Member,False,False,False,GroupMember,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/GroupMember/{ID}'), ('describe', '/services/data/v57.0/sobjects/GroupMember/describe'), ('sobject', '/services/data/v57.0/sobjects/GroupMember')])"
False,,,True,False,False,False,True,False,False,False,False,False,0C0,Holiday,Holidays,True,False,False,Holiday,True,True,True,True,False,False,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/Holiday/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/Holiday/{ID}'), ('describe', '/services/data/v57.0/sobjects/Holiday/describe'), ('layouts', '/services/data/v57.0/sobjects/Holiday/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/Holiday')])"
False,,,True,False,False,False,True,False,False,False,False,False,9s4,IP Address Range,IP Address Ranges,True,False,False,IPAddressRange,True,False,True,False,False,False,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/IPAddressRange/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/IPAddressRange/{ID}'), ('describe', '/services/data/v57.0/sobjects/IPAddressRange/describe'), ('layouts', '/services/data/v57.0/sobjects/IPAddressRange/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/IPAddressRange')])"
False,,,False,False,False,False,False,False,False,False,False,False,09k,Icon Definition,Icon Definitions,False,False,False,IconDefinition,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/IconDefinition/{ID}'), ('describe', '/services/data/v57.0/sobjects/IconDefinition/describe'), ('sobject', '/services/data/v57.0/sobjects/IconDefinition')])"
False,,,False,False,False,False,False,False,False,False,False,False,1e6,Identity Resolution Status Event,Identity Resolution Status Events,False,False,False,IdRsolStatusEvent,False,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/IdRsolStatusEvent/{ID}'), ('eventSchema', '/services/data/v57.0/sobjects/IdRsolStatusEvent/eventSchema'), ('describe', '/services/data/v57.0/sobjects/IdRsolStatusEvent/describe'), ('sobject', '/services/data/v57.0/sobjects/IdRsolStatusEvent')])"
False,,,False,False,False,False,False,False,False,False,False,False,1ir,Identity Resolution,Identity Resolutions,True,False,True,IdentityResolution,True,True,True,True,False,False,False,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/IdentityResolution/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/IdentityResolution/{ID}'), ('approvalLayouts', '/services/data/v57.0/sobjects/IdentityResolution/describe/approvalLayouts'), ('describe', '/services/data/v57.0/sobjects/IdentityResolution/describe'), ('layouts', '/services/data/v57.0/sobjects/IdentityResolution/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/IdentityResolution')])"
False,History,IdentityResolution,False,False,False,False,False,False,False,False,False,False,,Identity Resolution History,Identity Resolution History,False,False,False,IdentityResolutionHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/IdentityResolutionHistory/{ID}'), ('describe', '/services/data/v57.0/sobjects/IdentityResolutionHistory/describe'), ('sobject', '/services/data/v57.0/sobjects/IdentityResolutionHistory')])"
False,Share,IdentityResolution,True,False,False,False,True,False,False,False,False,False,,Identity Resolution Share,Identity Resolution Share,False,False,False,IdentityResolutionShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/IdentityResolutionShare/{ID}'), ('describe', '/services/data/v57.0/sobjects/IdentityResolutionShare/describe'), ('sobject', '/services/data/v57.0/sobjects/IdentityResolutionShare')])"
False,,,False,False,False,False,False,False,False,False,False,False,0Yu,Identity Provider Event Log,Identity Event Logs,False,False,False,IdpEventLog,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/IdpEventLog/{ID}'), ('describe', '/services/data/v57.0/sobjects/IdpEventLog/describe'), ('sobject', '/services/data/v57.0/sobjects/IdpEventLog')])"
False,,,True,False,False,False,True,False,False,False,False,False,6TS,Trusted Domain for Inline Frames,Trusted Domains for Inline Frames,False,False,False,IframeWhiteListUrl,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/IframeWhiteListUrl/{ID}'), ('describe', '/services/data/v57.0/sobjects/IframeWhiteListUrl/describe'), ('sobject', '/services/data/v57.0/sobjects/IframeWhiteListUrl')])"
False,,,True,False,False,False,True,False,False,False,False,False,4YL,Image,Images,True,False,True,Image,True,True,True,True,False,True,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/Image/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/Image/{ID}'), ('approvalLayouts', '/services/data/v57.0/sobjects/Image/describe/approvalLayouts'), ('describe', '/services/data/v57.0/sobjects/Image/describe'), ('quickActions', '/services/data/v57.0/sobjects/Image/quickActions'), ('layouts', '/services/data/v57.0/sobjects/Image/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/Image')])"
False,History,Image,False,False,False,False,False,False,False,False,False,False,,Image History,Image History,False,False,False,ImageHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ImageHistory/{ID}'), ('describe', '/services/data/v57.0/sobjects/ImageHistory/describe'), ('sobject', '/services/data/v57.0/sobjects/ImageHistory')])"
False,Share,Image,True,False,False,False,True,False,False,False,False,False,,Image Share,Image Share,False,False,False,ImageShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ImageShare/{ID}'), ('describe', '/services/data/v57.0/sobjects/ImageShare/describe'), ('sobject', '/services/data/v57.0/sobjects/ImageShare')])"
False,,,True,False,False,False,True,False,False,False,False,False,0PK,Individual,Individuals,True,True,True,Individual,True,True,True,True,False,True,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/Individual/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/Individual/{ID}'), ('describe', '/services/data/v57.0/sobjects/Individual/describe'), ('quickActions', '/services/data/v57.0/sobjects/Individual/quickActions'), ('layouts', '/services/data/v57.0/sobjects/Individual/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/Individual')])"
False,ChangeEvent,Individual,False,False,False,False,False,False,False,False,False,False,,Individual Change Event,Individual Change Event,False,False,False,IndividualChangeEvent,False,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/IndividualChangeEvent/{ID}'), ('eventSchema', '/services/data/v57.0/sobjects/IndividualChangeEvent/eventSchema'), ('describe', '/services/data/v57.0/sobjects/IndividualChangeEvent/describe'), ('sobject', '/services/data/v57.0/sobjects/IndividualChangeEvent')])"
False,History,Individual,False,False,False,False,False,False,False,False,False,False,,Individual History,Individual History,False,False,False,IndividualHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/IndividualHistory/{ID}'), ('describe', '/services/data/v57.0/sobjects/IndividualHistory/describe'), ('sobject', '/services/data/v57.0/sobjects/IndividualHistory')])"
False,Share,Individual,True,False,False,False,True,False,False,False,False,False,0T5,Individual Share,Individual Share,False,False,False,IndividualShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/IndividualShare/{ID}'), ('describe', '/services/data/v57.0/sobjects/IndividualShare/describe'), ('sobject', '/services/data/v57.0/sobjects/IndividualShare')])"
False,,,False,False,False,False,False,False,False,False,False,False,0El,Installed Mobile App,Installed Mobile Apps,False,False,False,InstalledMobileApp,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/InstalledMobileApp/{ID}'), ('describe', '/services/data/v57.0/sobjects/InstalledMobileApp/describe'), ('sobject', '/services/data/v57.0/sobjects/InstalledMobileApp')])"
False,,,False,False,False,False,False,False,False,False,False,False,kA#,Knowledge Article,Knowledge Articles,False,False,True,KnowledgeArticle,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/KnowledgeArticle/{ID}'), ('approvalLayouts', '/services/data/v57.0/sobjects/KnowledgeArticle/describe/approvalLayouts'), ('describe', '/services/data/v57.0/sobjects/KnowledgeArticle/describe'), ('sobject', '/services/data/v57.0/sobjects/KnowledgeArticle')])"
False,,,False,False,False,False,False,False,False,False,False,False,ka#,Knowledge Article Version,Knowledge Article Versions,True,False,True,KnowledgeArticleVersion,True,False,True,True,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/KnowledgeArticleVersion/{ID}'), ('approvalLayouts', '/services/data/v57.0/sobjects/KnowledgeArticleVersion/describe/approvalLayouts'), ('describe', '/services/data/v57.0/sobjects/KnowledgeArticleVersion/describe'), ('quickActions', '/services/data/v57.0/sobjects/KnowledgeArticleVersion/quickActions'), ('layouts', '/services/data/v57.0/sobjects/KnowledgeArticleVersion/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/KnowledgeArticleVersion')])"
False,VersionHistory,KnowledgeArticle,False,False,False,False,False,False,False,False,False,False,,Article Version History,Article Version History,False,False,False,KnowledgeArticleVersionHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/KnowledgeArticleVersionHistory/{ID}'), ('describe', '/services/data/v57.0/sobjects/KnowledgeArticleVersionHistory/describe'), ('sobject', '/services/data/v57.0/sobjects/KnowledgeArticleVersionHistory')])"
False,ViewStat,KnowledgeArticle,False,False,False,False,False,False,False,False,False,False,,Article View Statistics,Article View Statistics,False,False,False,KnowledgeArticleViewStat,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/KnowledgeArticleViewStat/{ID}'), ('describe', '/services/data/v57.0/sobjects/KnowledgeArticleViewStat/describe'), ('sobject', '/services/data/v57.0/sobjects/KnowledgeArticleViewStat')])"
False,VoteStat,KnowledgeArticle,False,False,False,False,False,False,False,False,False,False,,Article Vote Statistics,Article Vote Statistics,False,False,False,KnowledgeArticleVoteStat,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/KnowledgeArticleVoteStat/{ID}'), ('describe', '/services/data/v57.0/sobjects/KnowledgeArticleVoteStat/describe'), ('sobject', '/services/data/v57.0/sobjects/KnowledgeArticleVoteStat')])"
False,DataCategorySelection,Knowledge__kav,True,False,False,False,True,False,False,False,False,False,,Data Category Selection: Knowledge,Data Category Selection: Knowledge,False,False,False,Knowledge__DataCategorySelection,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/Knowledge__DataCategorySelection/{ID}'), ('describe', '/services/data/v57.0/sobjects/Knowledge__DataCategorySelection/describe'), ('sobject', '/services/data/v57.0/sobjects/Knowledge__DataCategorySelection')])"
False,Share,Knowledge__kav,True,False,False,False,True,False,False,False,False,False,,Share: Knowledge,Share: Knowledge,False,False,False,Knowledge__Share,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/Knowledge__Share/{ID}'), ('describe', '/services/data/v57.0/sobjects/Knowledge__Share/describe'), ('sobject', '/services/data/v57.0/sobjects/Knowledge__Share')])"
False,ViewStat,Knowledge__ka,False,False,False,False,False,False,False,False,False,False,,View Stat: Knowledge,View Stat: Knowledge,False,False,False,Knowledge__ViewStat,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/Knowledge__ViewStat/{ID}'), ('describe', '/services/data/v57.0/sobjects/Knowledge__ViewStat/describe'), ('sobject', '/services/data/v57.0/sobjects/Knowledge__ViewStat')])"
False,VoteStat,Knowledge__ka,False,False,False,False,False,False,False,False,False,False,,Vote Stat: Knowledge,Vote Stat: Knowledge,False,False,False,Knowledge__VoteStat,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/Knowledge__VoteStat/{ID}'), ('describe', '/services/data/v57.0/sobjects/Knowledge__VoteStat/describe'), ('sobject', '/services/data/v57.0/sobjects/Knowledge__VoteStat')])"
False,,,False,True,False,False,True,False,False,False,False,False,kA0,Knowledge,Knowledge,True,False,True,Knowledge__ka,True,False,True,False,False,True,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/Knowledge__ka/{ID}'), ('describe', '/services/data/v57.0/sobjects/Knowledge__ka/describe'), ('layouts', '/services/data/v57.0/sobjects/Knowledge__ka/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/Knowledge__ka')])"
